"territory","country","state_province","city","type","line","vendor","product","year","quarter","month","credit_limit","customer","quantity","sales"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2003","QTR1","Jan","227600","Euro+ Shopping Channel","35","1667"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2004","QTR2","May","227600","Euro+ Shopping Channel","35","1705"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2005","QTR1","Feb","227600","Euro+ Shopping Channel","32","1702"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2005","QTR1","Mar","227600","Euro+ Shopping Channel","36","2260"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2005","QTR2","May","227600","Euro+ Shopping Channel","19","925"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2003","QTR1","Jan","227600","Euro+ Shopping Channel","41","4616"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2004","QTR2","May","227600","Euro+ Shopping Channel","46","5070"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2004","QTR4","Dec","227600","Euro+ Shopping Channel","42","2695"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2005","QTR2","May","227600","Euro+ Shopping Channel","54","5951"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2003","QTR1","Jan","227600","Euro+ Shopping Channel","33","3705"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2004","QTR2","May","227600","Euro+ Shopping Channel","22","2928"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2004","QTR4","Dec","227600","Euro+ Shopping Channel","31","2213"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2005","QTR1","Feb","227600","Euro+ Shopping Channel","29","3087"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2005","QTR2","May","227600","Euro+ Shopping Channel","26","3461"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","50","7083"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","43","4141"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2004","QTR4","Nov","104600","Corrida Auto Replicas, Ltd","42","6387"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2004","QTR4","Dec","227600","Euro+ Shopping Channel","41","4428"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","26","1630"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2004","QTR4","Nov","104600","Corrida Auto Replicas, Ltd","31","3140"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2004","QTR4","Dec","227600","Euro+ Shopping Channel","36","5670"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Studio M Art Models","1940 Ford Pickup Truck","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","38","3857"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2003","QTR1","Jan","227600","Euro+ Shopping Channel","29","3773"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2004","QTR2","May","227600","Euro+ Shopping Channel","22","2160"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2004","QTR4","Dec","227600","Euro+ Shopping Channel","20","728"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2005","QTR1","Feb","227600","Euro+ Shopping Channel","27","3844"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2005","QTR2","May","227600","Euro+ Shopping Channel","56","5498"
"EMEA","Spain","Not Available","Madrid","Shipped","Trucks and Buses","Welly Diecast Productions","1958 Setra Bus","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","21","2440"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Autoart Studio Design","1932 Model A Ford J-Coupe","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","27","3604"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Autoart Studio Design","1932 Model A Ford J-Coupe","2005","QTR1","Feb","227600","Euro+ Shopping Channel","40","4932"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Carousel DieCast Legends","1913 Ford Model T Speedster","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","31","2795"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Carousel DieCast Legends","1913 Ford Model T Speedster","2004","QTR2","Apr","227600","Euro+ Shopping Channel","30","3526"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Carousel DieCast Legends","1940 Ford Delivery Sedan","2004","QTR4","Dec","227600","Euro+ Shopping Channel","25","1509"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Classic Metal Creations","1938 Cadillac V-16 Presidential Limousine","2003","QTR4","Dec","227600","Euro+ Shopping Channel","24","914"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Classic Metal Creations","1938 Cadillac V-16 Presidential Limousine","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","49","2349"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Classic Metal Creations","1938 Cadillac V-16 Presidential Limousine","2004","QTR2","Apr","227600","Euro+ Shopping Channel","39","1765"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Classic Metal Creations","1938 Cadillac V-16 Presidential Limousine","2005","QTR1","Feb","227600","Euro+ Shopping Channel","27","1845"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1904 Buick Runabout","2003","QTR2","Jun","227600","Euro+ Shopping Channel","43","3963"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1904 Buick Runabout","2003","QTR3","Sep","227600","Euro+ Shopping Channel","22","1834"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1904 Buick Runabout","2003","QTR4","Nov","59600","CAF Imports","35","2611"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1904 Buick Runabout","2004","QTR4","Dec","227600","Euro+ Shopping Channel","30","3023"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1904 Buick Runabout","2005","QTR1","Feb","227600","Euro+ Shopping Channel","28","1640"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1917 Maxwell Touring Car","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","38","3129"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1917 Maxwell Touring Car","2004","QTR2","Apr","227600","Euro+ Shopping Channel","36","3036"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1932 Alfa Romeo 8C2300 Spider Sport","2004","QTR4","Oct","227600","Euro+ Shopping Channel","41","3358"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Exoto Designs","1932 Alfa Romeo 8C2300 Spider Sport","2005","QTR1","Feb","227600","Euro+ Shopping Channel","32","3377"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2003","QTR4","Dec","227600","Euro+ Shopping Channel","40","7492"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","50","9535"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2004","QTR2","Apr","227600","Euro+ Shopping Channel","43","5950"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Gearbox Collectibles","1928 Mercedes-Benz SSK","2005","QTR1","Feb","227600","Euro+ Shopping Channel","21","991"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Highway 66 Mini Classics","1928 Ford Phaeton Deluxe","2003","QTR2","Jun","227600","Euro+ Shopping Channel","49","2798"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Min Lin Diecast","1912 Ford Model T Delivery Wagon","2003","QTR4","Nov","59600","CAF Imports","45","3266"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Min Lin Diecast","1912 Ford Model T Delivery Wagon","2004","QTR4","Dec","227600","Euro+ Shopping Channel","30","3021"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","46","3390"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2004","QTR2","Apr","227600","Euro+ Shopping Channel","24","1394"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","21","1322"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2005","QTR1","Feb","227600","Euro+ Shopping Channel","27","1331"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1937 Lincoln Berline","2003","QTR4","Dec","227600","Euro+ Shopping Channel","36","3736"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1937 Lincoln Berline","2004","QTR2","Apr","227600","Euro+ Shopping Channel","40","4685"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1937 Lincoln Berline","2005","QTR1","Feb","227600","Euro+ Shopping Channel","27","2515"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2003","QTR4","Dec","227600","Euro+ Shopping Channel","32","1189"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","20","684"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Motor City Art Classics","1939 Chevrolet Deluxe Coupe","2005","QTR1","Feb","227600","Euro+ Shopping Channel","32","2258"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","30","2922"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2004","QTR2","Apr","227600","Euro+ Shopping Channel","29","3341"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","44","1535"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2005","QTR1","Feb","227600","Euro+ Shopping Channel","43","4086"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","34","3576"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2004","QTR2","Apr","227600","Euro+ Shopping Channel","40","3467"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2004","QTR4","Nov","104600","Corrida Auto Replicas, Ltd","39","1962"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Second Gear Diecast","1936 Chrysler Airflow","2004","QTR4","Dec","227600","Euro+ Shopping Channel","41","6847"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1930 Buick Marquette Phaeton","2003","QTR2","Jun","227600","Euro+ Shopping Channel","27","1355"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1930 Buick Marquette Phaeton","2003","QTR4","Oct","227600","Euro+ Shopping Channel","20","820"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1936 Mercedes-Benz 500K Special Roadster","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","42","2310"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1936 Mercedes-Benz 500K Special Roadster","2003","QTR4","Dec","227600","Euro+ Shopping Channel","48","3053"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1936 Mercedes-Benz 500K Special Roadster","2004","QTR2","Apr","227600","Euro+ Shopping Channel","20","1164"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2003","QTR2","May","104600","Corrida Auto Replicas, Ltd","43","2315"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2004","QTR4","Nov","104600","Corrida Auto Replicas, Ltd","29","7111"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2004","QTR4","Dec","227600","Euro+ Shopping Channel","30","5303"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2003","QTR2","Jun","227600","Euro+ Shopping Channel","41","5544"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2003","QTR3","Sep","227600","Euro+ Shopping Channel","31","3642"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2003","QTR4","Nov","59600","CAF Imports","23","3676"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2004","QTR4","Dec","227600","Euro+ Shopping Channel","44","5191"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Unimax Art Galleries","1903 Ford Model A","2005","QTR1","Feb","227600","Euro+ Shopping Channel","24","1476"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2004","QTR1","Jan","104600","Corrida Auto Replicas, Ltd","30","5967"
"EMEA","Spain","Not Available","Madrid","Shipped","Vintage Cars","Welly Diecast Productions","1917 Grand Touring Sedan","2005","QTR1","Feb","227600","Euro+ Shopping Channel","39","5400"
"EMEA","Spain","Not Available","Sevilla","Shipped","Classic Cars","Carousel DieCast Legends","1958 Chevy Corvette Limited Edition","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","42","1336"
"EMEA","Spain","Not Available","Sevilla","Shipped","Classic Cars","Exoto Designs","1992 Porsche Cayenne Turbo Silver","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","49","5796"
"EMEA","Spain","Not Available","Sevilla","Shipped","Classic Cars","Gearbox Collectibles","1998 Chrysler Plymouth Prowler","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","46","7381"
"EMEA","Spain","Not Available","Sevilla","Shipped","Classic Cars","Highway 66 Mini Classics","1970 Dodge Coronet","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","31","1863"
"EMEA","Spain","Not Available","Sevilla","Shipped","Classic Cars","Unimax Art Galleries","1992 Ferrari 360 Spider red","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","28","4410"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trains","Gearbox Collectibles","1950's Chicago Surface Lines Streetcar","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","48","2446"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Autoart Studio Design","1962 Volkswagen Microbus","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","24","3496"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Carousel DieCast Legends","1926 Ford Fire Engine","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","44","2647"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Classic Metal Creations","1954 Greyhound Scenicruiser","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","33","2071"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Exoto Designs","1957 Chevy Pickup","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","37","4516"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Highway 66 Mini Classics","Diamond T620 Semi-Skirted Tanker","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","45","4948"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","46","4607"
"EMEA","Spain","Not Available","Sevilla","Shipped","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2003","QTR4","Nov","65700","Iberia Gift Imports, Corp.","46","5984"
"EMEA","Spain","Not Available","Sevilla","Shipped","Vintage Cars","Motor City Art Classics","1911 Ford Town Car","2004","QTR4","Oct","65700","Iberia Gift Imports, Corp.","46","2256"
"EMEA","Spain","Not Available","Sevilla","Shipped","Vintage Cars","Red Start Diecast","1936 Mercedes Benz 500k Roadster","2004","QTR4","Oct","65700","Iberia Gift Imports, Corp.","24","965"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Classic Cars","Motor City Art Classics","1972 Alfa Romeo GTA","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","44","5924"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Planes","Autoart Studio Design","1900s Vintage Bi-Plane","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","21","1467"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Planes","Motor City Art Classics","Boeing X-32A JSF","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","40","1668"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Planes","Red Start Diecast","1980s Black Hawk Helicopter","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","43","5764"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Autoart Studio Design","The Schooner Bluenose","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","43","3240"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Carousel DieCast Legends","18th century schooner","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","33","3812"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Carousel DieCast Legends","The Titanic","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","24","2813"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Min Lin Diecast","1999 Yamaha Speed Boat","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","46","3364"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Red Start Diecast","The USS Constitution Ship","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","46","3225"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Unimax Art Galleries","HMS Bounty","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","29","2940"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Unimax Art Galleries","Pont Yacht","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","38","1846"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Ships","Welly Diecast Productions","The Queen Mary","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","28","3003"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Vintage Cars","Autoart Studio Design","1937 Horch 930V Limousine","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","32","2020"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Vintage Cars","Carousel DieCast Legends","1940 Ford Delivery Sedan","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","29","2432"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Vintage Cars","Exoto Designs","1941 Chevrolet Special Deluxe Cabriolet","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","34","3600"
"EMEA","Sweden","Not Available","Bräcke","Cancelled","Vintage Cars","Min Lin Diecast","1912 Ford Model T Delivery Wagon","2003","QTR4","Oct","116400","Scandinavian Gift Ideas","20","1593"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Autoart Studio Design","1968 Ford Mustang","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","26","2575"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Carousel DieCast Legends","1982 Camaro Z28","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","28","3257"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Classic Metal Creations","1952 Alpine Renault 1300","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","37","7136"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Gearbox Collectibles","1948 Porsche 356-A Roadster","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","49","3882"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Second Gear Diecast","1962 LanciaA Delta 16V","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","30","3856"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Studio M Art Models","1970 Plymouth Hemi Cuda","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","36","2529"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Welly Diecast Productions","1968 Dodge Charger","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","25","1810"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Classic Cars","Welly Diecast Productions","1969 Dodge Charger","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","47","5244"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Motorcycles","Autoart Studio Design","1997 BMW R 1100 S","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","45","4598"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Motorcycles","Highway 66 Mini Classics","1960 BSA Gold Star DBD34 1960","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","49","3989"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Motorcycles","Welly Diecast Productions","1936 Harley Davidson El Knucklehead","2005","QTR1","Mar","116400","Scandinavian Gift Ideas","39","6981"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Autoart Studio Design","1962 Volkswagen Microbus","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","48","5398"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Carousel DieCast Legends","1926 Ford Fire Engine","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","26","1501"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","48","5289"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Motor City Art Classics","1980s GM Manhattan Express","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","26","2179"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Red Start Diecast","1996 Peterbilt 379 Stake Bed with Outrigger","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","32","2296"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Studio M Art Models","1940 Ford Pickup Truck","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","41","4688"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Trucks and Buses","Welly Diecast Productions","1958 Setra Bus","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","41","6388"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Vintage Cars","Carousel DieCast Legends","1913 Ford Model T Speedster","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","47","5714"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Vintage Cars","Min Lin Diecast","1934 Ford V8 Coupe","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","37","1872"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Vintage Cars","Red Start Diecast","18th Century Vintage Horse Carriage","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","23","2866"
"EMEA","Sweden","Not Available","Bräcke","Shipped","Vintage Cars","Studio M Art Models","1939 Cadillac Limousine","2004","QTR3","Sep","116400","Scandinavian Gift Ideas","29","1503"
"EMEA","Sweden","Not Available","Luleå","On Hold","Classic Cars","Second Gear Diecast","1962 LanciaA Delta 16V","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","26","3188"
"EMEA","Sweden","Not Available","Luleå","On Hold","Classic Cars","Unimax Art Galleries","1992 Ferrari 360 Spider red","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","20","2879"
"EMEA","Sweden","Not Available","Luleå","On Hold","Trucks and Buses","Autoart Studio Design","1962 Volkswagen Microbus","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","42","5528"
"EMEA","Sweden","Not Available","Luleå","On Hold","Trucks and Buses","Carousel DieCast Legends","1926 Ford Fire Engine","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","34","2087"
"EMEA","Sweden","Not Available","Luleå","On Hold","Trucks and Buses","Motor City Art Classics","1940s Ford truck","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","49","6763"
"EMEA","Sweden","Not Available","Luleå","On Hold","Trucks and Buses","Unimax Art Galleries","1964 Mercedec Tour Bus","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","46","5815"
"EMEA","Sweden","Not Available","Luleå","Shipped","Classic Cars","Autoart Studio Design","1968 Ford Mustang","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","31","6876"
"EMEA","Sweden","Not Available","Luleå","Shipped","Classic Cars","Classic Metal Creations","1952 Alpine Renault 1300","2003","QTR1","Mar","53100","Volvo Model Replicas, Co","29","7209"
"EMEA","Sweden","Not Available","Luleå","Shipped","Classic Cars","Gearbox Collectibles","1976 Ford Gran Torino","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","25","3491"
"EMEA","Sweden","Not Available","Luleå","Shipped","Classic Cars","Studio M Art Models","1970 Plymouth Hemi Cuda","2004","QTR4","Nov","53100","Volvo Model Replicas, Co","38","2790"
